Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
173057,60,43,4,F,Single,305.7744547,5/12/1981,5/12/1983
149890,70,51,4,F,Single,306.8943535,5/11/1981,5/11/1983
163642,19,0,4,M,Single,403.3128501,5/10/1981,5/10/1983
162707,60,43,4,F,Single,198.8351675,5/9/1981,5/9/1983
105925,69,49,4,F,Married,31.48278112,5/8/1981,5/8/1983
153210,19,2,4,F,Married,187.3141493,5/7/1981,5/7/1983
119478,17,0,4,F,Single,744.9886189,5/6/1981,5/6/1983
145841,39,22,4,M,Single,420.8534944,5/5/1981,5/5/1983
163701,30,10,4,M,Married,317.7728698,5/4/1981,5/4/1983
179399,38,19,4,M,Single,390.3124558,5/3/1981,5/3/1983
146398,40,23,4,M,Married,619.8452402,5/2/1981,5/2/1983
156288,24,6,4,M,Married,567.0280937,5/1/1981,5/1/1983
188268,38,17,4,M,Single,488.8218131,4/30/1981,4/30/1983
151938,46,25,4,F,Married,356.5424441,4/29/1981,4/29/1983
152732,24,5,4,M,Single,987.0121712,4/28/1981,4/28/1983
197277,38,18,4,M,Single,429.5579461,4/27/1981,4/27/1983
117762,60,43,4,F,Single,518.349276,4/26/1981,4/26/1983
149152,36,15,4,M,Married,350.6783228,4/25/1981,4/25/1983
126625,65,48,4,M,Single,132.1886584,4/24/1981,4/24/1983
149662,34,16,4,M,Married,732.911493,4/23/1981,4/23/1983
141788,50,32,4,F,Married,196.1852896,4/22/1981,4/22/1983
162958,45,26,4,F,Married,532.4444303,4/21/1981,4/21/1983
115238,60,40,4,M,Single,198.4374006,4/20/1981,4/20/1983
157066,62,44,4,F,Single,46.58064516,4/19/1981,4/19/1983
135046,53,34,4,F,Single,350.837945,4/18/1981,4/18/1983
100532,44,23,4,M,Single,775.2016057,4/17/1981,4/17/1983
110911,68,47,4,M,Single,88.93732999,4/16/1981,4/16/1983
153031,23,5,4,M,Married,502.8963159,4/15/1981,4/15/1983
111066,67,46,4,M,Single,68.45241461,4/14/1981,4/14/1983
117338,68,47,4,F,Married,179.8111318,4/13/1981,4/13/1983
175012,31,14,4,F,Single,421.5918256,4/12/1981,4/12/1983
109715,33,15,4,M,Married,503.3392623,4/11/1981,4/11/1983
103366,20,1,4,F,Married,286.4642331,4/10/1981,4/10/1983
149313,67,46,4,M,Married,226.4673076,4/9/1981,4/9/1983
122926,61,40,4,F,Single,43.25624195,4/8/1981,4/8/1983
128654,22,3,4,F,Married,386.1943007,4/7/1981,4/7/1983
183476,26,9,4,M,Married,283.425868,4/6/1981,4/6/1983
173602,20,3,4,F,Single,949.5901163,4/5/1981,4/5/1983
132770,68,51,4,F,Single,204.7419495,4/4/1981,4/4/1983
153400,69,52,4,F,Single,164.9225449,4/3/1981,4/3/1983
134444,67,49,4,M,Married,153.2302241,4/2/1981,4/2/1983
158748,68,50,4,F,Married,233.2926778,4/1/1981,4/1/1983
130774,48,30,4,M,Single,758.8821771,3/31/1981,3/31/1983
119555,24,7,4,F,Married,203.6245304,3/30/1981,3/30/1983
175756,67,49,4,M,Single,272.8842105,3/29/1981,3/29/1983
159605,64,43,4,M,Married,188.6404174,3/28/1981,3/28/1983
145603,62,45,4,M,Single,47.17617264,3/27/1981,3/27/1983
171617,25,7,4,F,Married,411.6037626,3/26/1981,3/26/1983
167757,52,31,4,M,Married,574.4374634,3/25/1981,3/25/1983
150678,57,36,4,F,Single,355.1653687,3/24/1981,3/24/1983
184028,19,0,4,M,Single,1710.178261,3/23/1981,3/23/1983
173181,42,22,4,M,Single,515.8336994,3/22/1981,3/22/1983
148963,64,45,4,F,Married,99.41027091,3/21/1981,3/21/1983
129777,61,42,4,F,Single,346.1730892,3/20/1981,3/20/1983
155933,64,44,4,F,Married,317.7917793,3/19/1981,3/19/1983
131523,60,42,4,F,Married,143.0938411,3/18/1981,3/18/1983
175324,23,5,4,M,Married,271.1201143,3/17/1981,3/17/1983
139860,36,16,4,F,Single,697.2179608,3/16/1981,3/16/1983
173255,46,27,4,F,Single,504.8856084,3/15/1981,3/15/1983
115569,38,21,4,F,Married,564.4140951,3/14/1981,3/14/1983
169295,66,49,4,F,Single,38.81184155,3/13/1981,3/13/1983
193692,64,44,4,F,Single,239.1381641,3/12/1981,3/12/1983
111185,54,36,4,F,Married,325.9460374,3/11/1981,3/11/1983
159506,68,47,4,M,Married,110.7679747,3/10/1981,3/10/1983
151993,67,46,4,M,Single,371.4577215,3/9/1981,3/9/1983
112951,53,33,4,M,Married,514.2234708,3/8/1981,3/8/1983
133569,69,50,4,M,Married,71.72666395,3/7/1981,3/7/1983
139894,37,20,4,M,Single,519.2443029,3/6/1981,3/6/1983
131412,16,0,4,M,Married,502.6916232,3/5/1981,3/5/1983
174515,23,5,4,M,Married,252.8911414,3/4/1981,3/4/1983
131852,58,37,4,M,Single,461.0803128,3/3/1981,3/3/1983
171857,38,17,4,M,Married,200.981019,3/2/1981,3/2/1983
117161,26,9,4,F,Married,566.3665086,3/1/1981,3/1/1983
166402,68,50,4,F,Married,300.9867581,2/28/1981,2/28/1983
137955,63,44,4,M,Single,239.7316508,2/27/1981,2/27/1983
196978,20,3,4,F,Married,215.224046,2/26/1981,2/26/1983
120767,16,0,4,F,Single,602.4129398,2/25/1981,2/25/1983
138848,18,0,4,F,Married,453.060783,2/24/1981,2/24/1983
140782,32,15,4,F,Married,610.1817019,2/23/1981,2/23/1983
194493,61,43,4,F,Single,325.5620407,2/22/1981,2/22/1983
181072,56,35,4,M,Single,455.3487464,2/21/1981,2/21/1983
193077,26,8,4,M,Married,370.7876311,2/20/1981,2/20/1983
107897,47,29,4,M,Single,428.8987044,2/19/1981,2/19/1983
104800,22,5,4,F,Married,227.7061218,2/18/1981,2/18/1983
182724,16,0,4,F,Single,792.5986484,2/17/1981,2/17/1983
167486,64,43,4,M,Married,330.9392944,2/16/1981,2/16/1983
185239,59,42,4,M,Single,384.7952953,2/15/1981,2/15/1983
108721,20,1,4,F,Married,290.1191915,2/14/1981,2/14/1983
185811,63,46,4,F,Married,459.15844,2/13/1981,2/13/1983
143175,24,5,4,F,Single,663.6265959,2/12/1981,2/12/1983
160461,17,0,4,M,Single,1362.991866,2/11/1981,2/11/1983
113580,40,20,4,M,Single,524.2077031,2/10/1981,2/10/1983
182086,48,30,4,F,Married,201.6354415,2/9/1981,2/9/1983
194317,47,27,4,M,Single,223.9143018,2/8/1981,2/8/1983
156408,66,47,4,M,Single,323.9017759,2/7/1981,2/7/1983
181506,20,3,4,M,Single,899.4736913,2/6/1981,2/6/1983
134712,66,45,4,F,Married,121.7890849,2/5/1981,2/5/1983
195165,67,47,4,F,Single,163.1749036,2/4/1981,2/4/1983
197366,19,2,4,M,Single,965.0542936,2/3/1981,2/3/1983
128174,53,36,4,F,Single,388.7396022,2/2/1981,2/2/1983
116735,32,11,4,M,Married,567.0899565,2/1/1981,2/1/1983
168689,22,4,4,F,Married,311.3831572,1/31/1981,1/31/1983
177673,69,49,4,F,Single,229.7905566,1/30/1981,1/30/1983
176281,39,20,4,F,Single,474.0969887,1/29/1981,1/29/1983
107899,30,10,4,F,Single,412.3114852,1/28/1981,1/28/1983
105222,40,20,4,F,Married,199.1938556,1/27/1981,1/27/1983
144829,62,41,4,M,Married,321.0193108,1/26/1981,1/26/1983
163232,61,41,4,M,Married,229.0131944,1/25/1981,1/25/1983
134355,16,0,4,M,Married,210.492293,1/24/1981,1/24/1983
194448,60,43,4,F,Married,164.2509223,1/23/1981,1/23/1983
188513,67,49,4,M,Married,274.5961193,1/22/1981,1/22/1983
182783,66,45,4,F,Single,152.4554771,1/21/1981,1/21/1983
114735,19,1,4,F,Married,336.0323478,1/20/1981,1/20/1983
182409,32,13,4,M,Married,367.5626878,1/19/1981,1/19/1983
128035,38,19,4,M,Single,477.2124292,1/18/1981,1/18/1983
116177,17,0,4,F,Married,299.5350945,1/17/1981,1/17/1983
139361,33,12,4,M,Single,397.9327008,1/16/1981,1/16/1983
134326,43,22,4,M,Single,631.3015297,1/15/1981,1/15/1983
177244,21,3,4,F,Single,532.2788507,1/14/1981,1/14/1983
169983,69,50,4,F,Single,86.98662692,1/13/1981,1/13/1983
107057,60,42,4,F,Single,151.9905867,1/12/1981,1/12/1983
175957,69,52,4,F,Single,365.2719284,1/11/1981,1/11/1983
114563,63,44,4,M,Single,110.3872037,1/10/1981,1/10/1983
173976,19,0,4,F,Single,324.4128197,1/9/1981,1/9/1983
174797,47,26,4,M,Single,189.7427782,1/8/1981,1/8/1983
175687,40,20,4,M,Married,337.1846081,1/7/1981,1/7/1983
176967,21,4,4,F,Single,274.8065412,1/6/1981,1/6/1983
140488,37,19,4,M,Single,406.0777897,1/5/1981,1/5/1983
113593,50,33,4,M,Single,506.5247959,1/4/1981,1/4/1983
136056,33,13,4,M,Single,801.5256903,1/3/1981,1/3/1983
109960,67,50,4,M,Single,259.8633131,1/2/1981,1/2/1983
171960,63,43,4,M,Married,75.74933284,1/1/1981,1/1/1983
121473,28,11,4,F,Married,434.7078232,12/31/1980,12/31/1982
138263,61,40,4,M,Married,39.41953671,12/30/1980,12/30/1982
142665,22,3,4,F,Single,344.1224663,12/29/1980,12/29/1982
150595,47,29,4,M,Married,401.0545251,12/28/1980,12/28/1982
129940,22,5,4,F,Single,404.6017735,12/27/1980,12/27/1982
196620,69,49,4,F,Single,53.80049352,12/26/1980,12/26/1982
161487,41,24,4,F,Married,298.5527536,12/25/1980,12/25/1982
185021,70,52,4,F,Married,295.6484789,12/24/1980,12/24/1982
174727,37,18,4,M,Married,500.9940391,12/23/1980,12/23/1982
165507,23,6,4,M,Single,682.0951784,12/22/1980,12/22/1982
137426,26,5,4,M,Single,624.4043917,12/21/1980,12/21/1982
157345,65,47,4,F,Married,90.23492874,12/20/1980,12/20/1982
132732,20,3,4,M,Married,194.8801724,12/19/1980,12/19/1982
116736,40,19,4,F,Married,346.5575078,12/18/1980,12/18/1982
112510,18,0,4,F,Single,533.701051,12/17/1980,12/17/1982
199077,40,20,4,M,Married,230.8480023,12/16/1980,12/16/1982
191513,41,22,4,F,Married,279.8487014,12/15/1980,12/15/1982
140774,56,39,4,M,Single,268.177543,12/14/1980,12/14/1982
140849,26,9,4,M,Married,462.8754754,12/13/1980,12/13/1982
133072,69,52,4,M,Married,38.7881759,12/12/1980,12/12/1982
169561,18,0,4,F,Married,158.9961809,12/11/1980,12/11/1982
189896,17,0,4,M,Married,211.4928315,12/10/1980,12/10/1982
151470,22,5,4,F,Married,331.6047282,12/9/1980,12/9/1982
172594,30,13,4,F,Single,777.1630942,12/8/1980,12/8/1982
195444,57,36,4,F,Single,421.3057238,12/7/1980,12/7/1982
199595,64,47,4,F,Married,361.4699987,12/6/1980,12/6/1982
125207,65,48,4,M,Single,218.2755328,12/5/1980,12/5/1982
154316,62,43,4,F,Single,43.7908123,12/4/1980,12/4/1982
151038,33,14,4,F,Married,373.8715169,12/3/1980,12/3/1982
119213,19,2,4,M,Single,900.421872,12/2/1980,12/2/1982
166839,21,4,4,M,Married,389.0623132,12/1/1980,12/1/1982
136795,16,0,4,F,Married,211.2528407,11/30/1980,11/30/1982
106028,69,49,4,F,Married,225.8124156,11/29/1980,11/29/1982
147114,56,38,4,M,Single,445.7017775,11/28/1980,11/28/1982
167839,50,32,4,M,Married,403.4675137,11/27/1980,11/27/1982
173239,64,47,4,F,Married,204.1908375,11/26/1980,11/26/1982
149742,65,48,4,F,Married,90.11203101,11/25/1980,11/25/1982
150326,63,45,4,M,Married,180.3697143,11/24/1980,11/24/1982
169063,63,46,4,F,Single,501.3705536,11/23/1980,11/23/1982
126213,68,50,4,M,Married,262.0895176,11/22/1980,11/22/1982
190111,18,0,4,M,Single,1301.428122,11/21/1980,11/21/1982
168387,67,47,4,M,Single,417.8562987,11/20/1980,11/20/1982
143057,52,35,4,M,Married,369.3236174,11/19/1980,11/19/1982
147136,53,36,4,F,Single,408.5192601,11/18/1980,11/18/1982
128296,18,0,4,F,Single,188.2252113,11/17/1980,11/17/1982
189638,45,28,4,F,Single,742.4942154,11/16/1980,11/16/1982
196186,28,8,4,F,Single,316.7052401,11/15/1980,11/15/1982
169967,40,21,4,M,Single,855.9220408,11/14/1980,11/14/1982
107428,63,46,4,M,Single,130.2295943,11/13/1980,11/13/1982
187273,17,0,4,F,Single,246.2737827,11/12/1980,11/12/1982
138261,18,0,4,F,Married,276.7711105,11/11/1980,11/11/1982
101053,65,47,4,F,Married,121.5888263,11/10/1980,11/10/1982
109757,22,3,4,F,Married,177.6937993,11/9/1980,11/9/1982
143493,57,39,4,F,Married,274.6941979,11/8/1980,11/8/1982
104884,24,5,4,M,Single,636.6335813,11/7/1980,11/7/1982
112374,16,0,4,M,Married,905.766452,11/6/1980,11/6/1982
168651,24,7,4,M,Single,978.218947,11/5/1980,11/5/1982
109143,54,34,4,F,Married,418.9882422,11/4/1980,11/4/1982
185725,24,6,4,F,Single,441.3935364,11/3/1980,11/3/1982
163894,37,16,4,F,Single,450.0801777,11/2/1980,11/2/1982
111812,22,4,4,F,Single,483.225785,11/1/1980,11/1/1982
173362,23,4,4,F,Single,293.4971294,10/31/1980,10/31/1982
128869,55,37,4,F,Married,261.6604347,10/30/1980,10/30/1982
132714,45,24,4,M,Single,663.9290693,10/29/1980,10/29/1982
174755,64,46,4,F,Married,324.9433376,10/28/1980,10/28/1982
155424,24,7,4,M,Single,900.3112144,10/27/1980,10/27/1982
125885,68,51,4,F,Married,97.82043236,10/26/1980,10/26/1982
153634,51,30,4,F,Single,338.5637579,10/25/1980,10/25/1982
103547,17,0,4,F,Married,261.9462079,10/24/1980,10/24/1982
150352,33,12,4,M,Married,570.5972744,10/23/1980,10/23/1982
118053,63,43,4,M,Married,95.74811004,10/22/1980,10/22/1982
187388,58,39,4,F,Married,228.2181154,10/21/1980,10/21/1982
162438,59,42,4,M,Single,472.1804482,10/20/1980,10/20/1982
107183,70,49,4,M,Married,188.3055871,10/19/1980,10/19/1982
179066,51,34,4,F,Single,554.8745914,10/18/1980,10/18/1982
135877,18,0,4,M,Single,727.6521363,10/17/1980,10/17/1982
139891,43,26,4,M,Single,580.0371126,10/16/1980,10/16/1982
129528,22,4,4,F,Married,388.3373806,10/15/1980,10/15/1982
179221,21,3,4,M,Single,742.9845214,10/14/1980,10/14/1982
178418,43,25,4,F,Single,494.2415521,10/13/1980,10/13/1982
194260,24,7,4,M,Single,533.3063473,10/12/1980,10/12/1982
105495,44,24,4,M,Married,464.5986547,10/11/1980,10/11/1982
185325,21,4,4,M,Single,890.2712621,10/10/1980,10/10/1982
137315,52,35,4,F,Single,779.6095191,10/9/1980,10/9/1982
136877,19,2,4,M,Married,271.8448659,10/8/1980,10/8/1982
178706,65,44,4,M,Married,103.759105,10/7/1980,10/7/1982
172038,35,14,4,F,Married,181.6477538,10/6/1980,10/6/1982
149720,20,1,4,M,Single,857.3325509,10/5/1980,10/5/1982
147197,24,7,4,F,Married,147.8908582,10/4/1980,10/4/1982
194182,19,2,4,M,Married,478.6726502,10/3/1980,10/3/1982
125208,22,3,4,F,Married,412.5535681,10/2/1980,10/2/1982
142238,60,39,4,M,Single,43.74282845,10/1/1980,10/1/1982
142555,64,45,4,M,Single,43.04892652,9/30/1980,9/30/1982
131763,16,0,4,F,Married,238.747151,9/29/1980,9/29/1982
131996,44,24,4,M,Single,482.6284386,9/28/1980,9/28/1982
116919,69,49,4,F,Married,107.7943184,9/27/1980,9/27/1982
188827,48,28,4,F,Single,207.7646245,9/26/1980,9/26/1982
122915,66,45,4,F,Single,280.6237231,9/25/1980,9/25/1982
131422,49,32,4,M,Married,179.1359401,9/24/1980,9/24/1982
173396,60,43,4,F,Single,229.8413217,9/23/1980,9/23/1982
194621,69,48,4,F,Single,50.86308542,9/22/1980,9/22/1982
168964,47,30,4,M,Married,336.704949,9/21/1980,9/21/1982
155719,70,51,4,M,Married,331.7728568,9/20/1980,9/20/1982
111304,59,38,4,F,Single,192.4641554,9/19/1980,9/19/1982
183580,24,5,4,F,Married,426.9693417,9/18/1980,9/18/1982
163581,69,51,4,M,Single,165.7078246,9/17/1980,9/17/1982
101204,22,5,4,F,Single,217.2248811,9/16/1980,9/16/1982
180741,36,15,4,F,Single,420.8842146,9/15/1980,9/15/1982
187776,29,10,4,M,Married,380.4149657,9/14/1980,9/14/1982
165117,33,12,4,M,Married,367.5004938,9/13/1980,9/13/1982
113216,70,52,4,F,Married,218.1447717,9/12/1980,9/12/1982
172527,31,11,4,M,Married,404.8704685,9/11/1980,9/11/1982
128995,16,0,4,F,Married,132.2946781,9/10/1980,9/10/1982
155146,68,51,4,M,Single,247.5534711,9/9/1980,9/9/1982
106317,20,2,4,F,Married,216.8379707,9/8/1980,9/8/1982
177150,23,6,4,F,Single,523.2093617,9/7/1980,9/7/1982
163886,28,9,4,F,Married,205.3600391,9/6/1980,9/6/1982
177908,67,49,4,F,Single,40.59822642,9/5/1980,9/5/1982
116665,57,40,4,F,Single,427.6201278,9/4/1980,9/4/1982
165555,63,46,4,M,Married,132.6763307,9/3/1980,9/3/1982
103128,44,27,4,M,Married,357.4247898,9/2/1980,9/2/1982
113219,65,45,4,F,Married,267.3935689,9/1/1980,9/1/1982
131281,28,7,4,F,Married,235.4002033,8/31/1980,8/31/1982
127347,18,1,4,M,Single,656.5910916,8/30/1980,8/30/1982
155295,32,15,4,F,Married,487.361598,8/29/1980,8/29/1982
103267,59,42,4,M,Single,451.5560957,8/28/1980,8/28/1982
181234,41,24,4,M,Married,243.2859125,8/27/1980,8/27/1982
198246,45,26,4,M,Single,700.7749063,8/26/1980,8/26/1982
157722,59,38,4,F,Single,637.1596088,8/25/1980,8/25/1982
140237,68,47,4,M,Married,454.0613287,8/24/1980,8/24/1982
193040,60,43,4,M,Single,323.0459727,8/23/1980,8/23/1982
107733,37,20,4,F,Married,563.0655171,8/22/1980,8/22/1982
133804,70,53,4,F,Married,178.943418,8/21/1980,8/21/1982
120642,68,47,4,F,Single,178.4785918,8/20/1980,8/20/1982
194881,17,0,4,F,Married,165.3738542,8/19/1980,8/19/1982
164810,17,0,4,F,Single,404.2290392,8/18/1980,8/18/1982
181545,24,7,4,M,Married,447.220707,8/17/1980,8/17/1982
129116,27,6,4,M,Single,470.0810446,8/16/1980,8/16/1982
141209,26,9,4,F,Single,267.2991108,8/15/1980,8/15/1982
145801,25,6,4,F,Married,332.5473656,8/14/1980,8/14/1982
123408,38,18,4,F,Single,393.7192587,8/13/1980,8/13/1982
159872,25,8,4,M,Married,310.3989646,8/12/1980,8/12/1982
110668,20,1,4,F,Single,763.2407384,8/11/1980,8/11/1982
107394,64,45,4,F,Married,18.10363382,8/10/1980,8/10/1982
194506,21,3,4,M,Married,281.7888965,8/9/1980,8/9/1982
198520,25,6,4,M,Married,448.9265704,8/8/1980,8/8/1982
138131,70,49,4,M,Married,204.6221308,8/7/1980,8/7/1982
190427,46,25,4,F,Single,178.8078918,8/6/1980,8/6/1982
156633,67,48,4,F,Married,66.53102098,8/5/1980,8/5/1982
131293,58,41,4,F,Single,307.8314635,8/4/1980,8/4/1982
184497,16,0,4,F,Married,377.0209798,8/3/1980,8/3/1982
132963,65,45,4,M,Single,719.882821,8/2/1980,8/2/1982
182805,46,26,4,M,Single,505.1093518,8/1/1980,8/1/1982
120347,62,44,4,F,Married,206.7535913,7/31/1980,7/31/1982
153925,17,0,4,F,Single,637.2844851,7/30/1980,7/30/1982
192288,25,6,4,F,Married,436.2493995,7/29/1980,7/29/1982
188178,19,2,4,F,Single,436.4979325,7/28/1980,7/28/1982
170337,51,31,4,F,Single,540.2230723,7/27/1980,7/27/1982
174204,67,46,4,F,Single,166.635409,7/26/1980,7/26/1982
149785,38,21,4,M,Married,379.0386202,7/25/1980,7/25/1982
113818,67,47,4,M,Single,79.27369925,7/24/1980,7/24/1982
137204,37,16,4,F,Single,442.8171912,7/23/1980,7/23/1982
169562,17,0,4,M,Single,915.2129933,7/22/1980,7/22/1982
144813,58,41,4,F,Married,363.323362,7/21/1980,7/21/1982
136536,62,42,4,F,Single,369.6051975,7/20/1980,7/20/1982
152008,49,30,4,F,Married,322.5905582,7/19/1980,7/19/1982
122238,59,42,4,M,Married,138.4931379,7/18/1980,7/18/1982
109615,64,44,4,M,Single,338.9800943,7/17/1980,7/17/1982
153115,56,37,4,F,Married,169.6628918,7/16/1980,7/16/1982
151512,31,12,4,M,Married,563.0420952,7/15/1980,7/15/1982
105909,27,8,4,M,Single,383.975515,7/14/1980,7/14/1982
157229,64,47,4,F,Married,141.4576799,7/13/1980,7/13/1982
140215,25,8,4,F,Married,497.1707541,7/12/1980,7/12/1982
196053,25,7,4,F,Single,585.0701177,7/11/1980,7/11/1982
182958,65,44,4,M,Single,230.6718199,7/10/1980,7/10/1982
128683,19,1,4,F,Married,327.4433776,7/9/1980,7/9/1982
101713,41,24,4,M,Single,550.4005101,7/8/1980,7/8/1982
135552,65,44,4,M,Married,309.7591136,7/7/1980,7/7/1982
113770,68,47,4,F,Single,133.9413601,7/6/1980,7/6/1982
120912,50,30,4,F,Single,298.1695747,7/5/1980,7/5/1982
109678,40,22,4,M,Married,530.8373756,7/4/1980,7/4/1982
149615,22,3,4,F,Married,485.7020951,7/3/1980,7/3/1982
134731,32,12,4,M,Single,626.0486157,7/2/1980,7/2/1982
143519,46,28,4,F,Single,361.7241882,7/1/1980,7/1/1982
176351,22,5,4,M,Married,409.7724218,6/30/1980,6/30/1982
186600,64,47,4,F,Single,448.5428067,6/29/1980,6/29/1982
193876,42,23,4,F,Single,650.1712786,6/28/1980,6/28/1982
148840,61,42,4,F,Married,300.4728614,6/27/1980,6/27/1982
192270,41,23,4,F,Married,358.8415152,6/26/1980,6/26/1982
134377,20,3,4,F,Single,396.1260471,6/25/1980,6/25/1982
195171,43,22,4,M,Married,355.3785351,6/24/1980,6/24/1982
140254,21,4,4,F,Single,287.4566621,6/23/1980,6/23/1982
155059,66,45,4,F,Single,505.5540679,6/22/1980,6/22/1982
134545,24,5,4,M,Married,522.5298648,6/21/1980,6/21/1982
162923,29,11,4,F,Single,304.4703177,6/20/1980,6/20/1982
101274,31,12,4,F,Single,399.3725433,6/19/1980,6/19/1982
126663,20,2,4,F,Married,278.7454211,6/18/1980,6/18/1982
130933,67,48,4,M,Married,186.993559,6/17/1980,6/17/1982
192726,66,45,4,M,Single,201.3255307,6/16/1980,6/16/1982
147179,26,6,4,F,Single,364.0440382,6/15/1980,6/15/1982
142100,22,3,4,F,Married,292.3054943,6/14/1980,6/14/1982
129155,59,41,4,M,Married,314.4598733,6/13/1980,6/13/1982
113622,31,13,4,F,Married,489.0028192,6/12/1980,6/12/1982
140050,63,43,4,F,Married,81.22172776,6/11/1980,6/11/1982
120790,35,16,4,M,Married,361.6928031,6/10/1980,6/10/1982
154559,31,11,4,F,Single,218.2384338,6/9/1980,6/9/1982
160743,22,5,4,M,Single,437.2300123,6/8/1980,6/8/1982
120717,56,37,4,M,Single,407.2254318,6/7/1980,6/7/1982
171120,16,0,4,F,Single,669.4806249,6/6/1980,6/6/1982
129054,34,14,4,M,Single,499.7077501,6/5/1980,6/5/1982
101900,23,5,4,F,Single,820.2508634,6/4/1980,6/4/1982
172244,16,0,4,F,Single,792.9503309,6/3/1980,6/3/1982
115986,16,0,4,F,Single,621.2361814,6/2/1980,6/2/1982
176541,33,12,4,F,Married,538.0784879,6/1/1980,6/1/1982
186812,36,19,4,F,Single,783.342,5/31/1980,5/31/1982
174256,52,34,4,M,Single,445.1230469,5/30/1980,5/30/1982
169973,43,26,4,F,Single,373.7273369,5/29/1980,5/29/1982
163281,68,51,4,F,Married,149.7620467,5/28/1980,5/28/1982
183306,58,37,4,M,Married,248.2583182,5/27/1980,5/27/1982
109807,31,11,4,M,Married,552.5747807,5/26/1980,5/26/1982
134171,47,29,4,M,Single,415.0184049,5/25/1980,5/25/1982
114186,18,0,4,M,Single,686.9093288,5/24/1980,5/24/1982
164859,68,51,4,F,Married,62.36394588,5/23/1980,5/23/1982
197153,66,47,4,F,Single,237.6114904,5/22/1980,5/22/1982
197244,55,34,4,F,Single,337.3539515,5/21/1980,5/21/1982
143609,42,25,4,F,Single,357.7458818,5/20/1980,5/20/1982
113171,35,18,4,M,Married,380.9647394,5/19/1980,5/19/1982
167244,48,27,4,M,Single,721.3954283,5/18/1980,5/18/1982
187051,65,44,4,M,Married,209.0290624,5/17/1980,5/17/1982
113718,18,0,4,M,Married,430.7125121,5/16/1980,5/16/1982
112727,66,47,4,F,Married,34.54813739,5/15/1980,5/15/1982
100458,22,5,4,F,Single,257.9823303,5/14/1980,5/14/1982
139123,33,15,4,F,Married,339.2867738,5/13/1980,5/13/1982
119095,63,43,4,F,Single,347.4387209,5/12/1980,5/12/1982
108466,20,3,4,M,Single,839.3059837,5/11/1980,5/11/1982
112670,64,46,4,M,Married,187.4899744,5/10/1980,5/10/1982
112823,31,11,4,M,Married,166.4256636,5/9/1980,5/9/1982
160664,20,1,4,F,Married,442.7993053,5/8/1980,5/8/1982
106404,34,16,4,F,Married,313.1482523,5/7/1980,5/7/1982
133706,65,48,4,F,Married,319.7444939,5/6/1980,5/6/1982
155863,50,33,4,F,Married,446.7192461,5/5/1980,5/5/1982
169962,55,35,4,M,Single,377.1115577,5/4/1980,5/4/1982
195762,61,44,4,M,Married,264.600332,5/3/1980,5/3/1982
115364,25,7,4,F,Single,383.1214308,5/2/1980,5/2/1982
133077,62,44,4,M,Single,37.67848475,5/1/1980,5/1/1982
133995,68,50,4,F,Single,120.26212,4/30/1980,4/30/1982
102110,62,44,4,M,Single,183.0472726,4/29/1980,4/29/1982
141558,17,0,4,F,Married,336.3312774,4/28/1980,4/28/1982
